SK_ID_CURR,PREDICT
149741,0.75074524
363290,0.26251316
436006,0.433418
377703,0.37636772
188624,0.7644312
454397,0.40685382
358007,0.25461313
140209,0.51220393
234837,0.10364535
269983,0.48579943
435574,0.24091715
299809,0.74588436
386485,0.34570158
269948,0.30818087
280976,0.5521832
238068,0.23288324
304049,0.48901317
414990,0.41233802
217203,0.2433947
376182,0.109848134
105944,0.365863
141357,0.23507497
309630,0.18045992
242368,0.38779524
442101,0.47716454
398068,0.32306027
200440,0.59156615
130746,0.34915453
391997,0.19407175
290025,0.19834338
343846,0.41154566
126485,0.7042446
104163,0.69260025
362585,0.5888946
208568,0.49851456
223220,0.40266746
115449,0.15012011
157918,0.3223815
235847,0.54265946
424643,0.44658777
260115,0.15736589
101029,0.3369279
209683,0.5017077
332916,0.32979593
170649,0.35374942
148754,0.56562155
322016,0.42584956
410057,0.21890923
400391,0.6113184
303311,0.51503897
306375,0.70686233
349106,0.3069621
276461,0.35574508
410126,0.111409076
150037,0.7746505
454632,0.6609092
174402,0.7880133
261588,0.362372
348830,0.3336672
340159,0.48895672
389531,0.44242716
162563,0.50744677
334705,0.13009043
304569,0.2512898
310542,0.6486972
308062,0.31709194
261605,0.17043968
322239,0.2641686
117154,0.4072706
364023,0.54167795
348864,0.28538942
345535,0.4110454
228272,0.5425077
418424,0.6855239
383965,0.33071265
145408,0.34136185
427237,0.39285958
264554,0.46167815
174096,0.33238706
354555,0.3049226
410575,0.6382208
186995,0.36627683
283181,0.63688415
434215,0.70192033
337331,0.600726
424061,0.2008388
232858,0.08123133
176976,0.43312338
289643,0.8690724
261786,0.15191115
160826,0.25722754
148685,0.1978437
184353,0.2890019
129079,0.4828596
169069,0.81242704
196926,0.64955187
221111,0.6398318
167852,0.12979999
297652,0.44203553
181938,0.44169948
293370,0.6267267
421379,0.40410736
332561,0.32002148
340723,0.19022739
229097,0.26888236
175449,0.29898158
193445,0.62371707
330554,0.48439482
302817,0.4083254
424238,0.67212063
175232,0.63908035
390273,0.35823068
187554,0.20054176
283526,0.36051857
422721,0.54961497
416240,0.45756227
259330,0.13267039
434371,0.48987678
382582,0.7036354
197878,0.25810796
189555,0.46108258
273167,0.59699035
241255,0.32870933
168675,0.32846087
260249,0.2935273
181438,0.32539323
247375,0.61892
426054,0.39034697
264562,0.2444937
133340,0.70841855
325719,0.5946235
447395,0.38086155
452598,0.21077354
311400,0.41882193
341080,0.4775444
373081,0.6780545
404162,0.66900593
242418,0.36502737
237969,0.3129814
360771,0.59610945
231795,0.38283733
146290,0.14428447
421260,0.24605854
315059,0.27020743
282509,0.43534508
182155,0.70170355
107722,0.53536665
396388,0.4625587
330258,0.53580576
341315,0.9010673
320906,0.39093572
212236,0.082303725
235119,0.17742084
292404,0.46226805
229696,0.39359957
258282,0.11518762
215108,0.14125407
274567,0.2873927
432205,0.48482966
353839,0.21751665
327514,0.68582994
285013,0.14563765
442313,0.26802427
404195,0.52674365
438392,0.30378443
309398,0.51531106
219282,0.52183414
260308,0.55504143
135148,0.16908593
445234,0.7103495
168834,0.19974282
329599,0.5659389
362760,0.4266666
163956,0.8611729
445122,0.9100671
251032,0.66572636
351312,0.068154
302118,0.79096186
359576,0.13208652
171282,0.20829163
352937,0.19933215
449162,0.2938779
421092,0.28839996
141802,0.8091274
108833,0.5984274
148965,0.533527
121902,0.3516056
100242,0.2766422
169654,0.40384257
276094,0.17467017
415451,0.3546661
248819,0.49224195
389326,0.33158493
210540,0.70108086
439749,0.23909391
320069,0.19449773
393996,0.1977041
198943,0.81498784
311392,0.26963058
291040,0.38046306
173126,0.07997463
442873,0.5228807
319254,0.3878856
426528,0.19681644
200805,0.1818382
173889,0.10321349
116171,0.2703913
155997,0.44381174
115874,0.4037032
125263,0.66938233
361455,0.1865635
307117,0.6683345
199346,0.417433
444746,0.20084924
211032,0.28403607
201396,0.44470474
252107,0.31151867
244492,0.63381
287818,0.5073301
316442,0.4296306
366020,0.60334367
126061,0.34065822
382315,0.2588215
314882,0.31275013
448535,0.7508851
280609,0.26834935
178743,0.13923824
125823,0.33397895
434572,0.38609916
440279,0.758964
140307,0.34913895
347288,0.27577025
210124,0.1713343
313107,0.46603653
190816,0.6551748
375291,0.39871895
346276,0.15177348
156775,0.6351305
437197,0.5596171
317309,0.35688877
122119,0.20577703
261788,0.35657755
420159,0.2928324
193244,0.6177231
124358,0.36636096
446769,0.6548863
356875,0.19201082
361425,0.55889046
356234,0.46144637
393083,0.35570142
121409,0.4762304
319077,0.3166645
316115,0.3661993
379361,0.5081539
133822,0.5331378
220485,0.75906616
330520,0.10453585
401779,0.15484656
437590,0.2050753
118908,0.43048584
283935,0.2027707
147601,0.27043635
121634,0.8567025
171054,0.67548585
207837,0.8037565
112485,0.37833142
277914,0.3546328
440089,0.27702883
403042,0.32433468
157589,0.59876305
252415,0.5660298
300311,0.17419687
258099,0.3903817
268428,0.16825476
236746,0.535141
222744,0.09328001
108294,0.2935135
286390,0.14089775
340617,0.31642967
401079,0.3830743
140473,0.09938313
281105,0.15742448
398022,0.35884637
368368,0.370227
273618,0.041377448
238835,0.18781582
451405,0.6444568
220268,0.21968997
111236,0.68818355
229372,0.29579157
214909,0.65927875
424465,0.5933388
425753,0.26371032
187107,0.028226683
355551,0.17706937
150875,0.13325717
228360,0.55643505
158449,0.624218
256827,0.25966415
452482,0.13963643
240143,0.32147256
345371,0.33752388
367140,0.3581765
425216,0.12525433
306460,0.31159133
261919,0.59504765
378545,0.33640406
376784,0.53353536
321675,0.41716728
413821,0.11976699
115870,0.07113764
150067,0.4070766
444215,0.3572029
455421,0.31817335
127234,0.49070323
422385,0.2580323
145471,0.75448734
267867,0.32374504
342040,0.7615794
232639,0.5363419
379752,0.40035945
107047,0.44786346
128773,0.7117314
226072,0.6479926
424147,0.69701076
371123,0.64091593
418636,0.24748555
176632,0.15226638
446395,0.52518684
189140,0.48075238
250851,0.65397155
416391,0.5104814
245881,0.3525805
296736,0.1504133
193826,0.74268574
116843,0.61181223
180901,0.6742127
212322,0.78443015
139141,0.41869822
267885,0.5667064
252227,0.22249222
405466,0.14698964
361985,0.5850633
103758,0.4779369
244944,0.4087348
125301,0.82078755
245826,0.21346892
127394,0.6774469
223321,0.22910121
433192,0.31542897
436795,0.39184394
311093,0.08626578
343150,0.7070541
147034,0.1958571
187683,0.26458108
306945,0.34880564
248625,0.64525384
179828,0.52203864
293811,0.8953144
429605,0.17637776
343104,0.46558595
158792,0.74570143
229537,0.39740172
404533,0.27977675
455507,0.84941703
269784,0.32401982
436527,0.19180095
284372,0.2969272
333637,0.6749034
199780,0.6504447
362103,0.6218577
262900,0.10614343
287481,0.82489413
422925,0.47621152
190888,0.49463093
313046,0.2397452
171286,0.5926768
427096,0.46236426
197712,0.6741618
133508,0.60797846
183904,0.19257651
163168,0.8999713
125740,0.48599494
394614,0.23947476
443207,0.6239927
277385,0.16002594
432854,0.27122933
175118,0.2662145
177634,0.6261763
359767,0.3053485
198443,0.32210934
365637,0.27202263
141073,0.35801175
352545,0.6237511
162456,0.04803012
207216,0.4844229
288483,0.8382369
134994,0.120886326
179586,0.5010266
249799,0.27361253
118095,0.15952887
415596,0.4236118
390596,0.3945595
112781,0.39812076
123894,0.52177626
128093,0.20729119
355216,0.41062135
305353,0.3290897
455753,0.47645566
328893,0.4441838
173741,0.41180292
169823,0.45976537
374097,0.59948254
132210,0.63475716
424435,0.12767138
228112,0.47522733
359167,0.33410254
221299,0.41698655
349867,0.75487953
346581,0.29543614
121441,0.69818425
349412,0.76199603
444267,0.69711
236539,0.65589684
450175,0.7278395
336834,0.7411977
341376,0.5538493
447152,0.49339464
120656,0.65809596
326844,0.74581194
319431,0.3772279
445901,0.4339802
452186,0.5437463
366510,0.32927227
318465,0.59360915
123406,0.3301062
290237,0.46021977
120973,0.35577828
280763,0.5555077
416911,0.24706715
365876,0.40098447
381252,0.49372506
145116,0.4906336
187816,0.0997037
337507,0.85718197
222412,0.48848948
324102,0.18311964
201809,0.3645753
204825,0.4272622
388563,0.2980003
140171,0.17505822
392850,0.3054445
210311,0.82522154
338217,0.26908192
109751,0.36626777
233440,0.34325066
152733,0.4602437
224331,0.14644569
385109,0.20474957
162466,0.19361669
231766,0.6327656
283610,0.3822661
192476,0.64700407
399183,0.6802886
161633,0.4742197
141026,0.82859355
399379,0.45434776
117699,0.26629892
385533,0.87282676
209400,0.42217886
256262,0.47208178
288578,0.6043058
380753,0.4923144
381351,0.27855107
421320,0.33853945
100930,0.20599104
229792,0.57419306
301172,0.46726695
180390,0.72398955
355215,0.4973031
342524,0.25265476
446559,0.21691258
263618,0.21769692
343267,0.59095585
104662,0.54236335
172455,0.77086496
170858,0.72154456
105930,0.46830747
284546,0.17597386
236789,0.41479278
432973,0.24507272
185541,0.17539908
402132,0.40696788
290616,0.64193064
264713,0.13754499
107945,0.7925683
119720,0.51185167
107118,0.17625645
312523,0.12014802
323945,0.29440865
117061,0.45236012
386447,0.47036642
293564,0.60265905
123269,0.5172347
199101,0.47468635
230146,0.58828926
382780,0.59179384
338144,0.64877737
296473,0.25515407
122773,0.13497819
236786,0.7976815
130899,0.31772834
187811,0.6145764
358190,0.15825373
212163,0.56848973
317415,0.37051874
341725,0.63571554
204250,0.5486844
267875,0.6274068
173758,0.2239377
159830,0.2820201
210119,0.59619486
211626,0.15004893
267566,0.15824144
429899,0.71330696
401555,0.5566799
437600,0.37900224
186075,0.7197185
154073,0.84646136
123939,0.2379345
145150,0.52081764
305542,0.30091286
185587,0.4732773
195453,0.29400405
416762,0.2243048
268360,0.57599056
287832,0.417675
412813,0.20857869
307741,0.37993315
231403,0.4508644
273161,0.43588328
435457,0.6611416
348968,0.19350794
317896,0.25808075
363752,0.36453202
153354,0.6761686
208850,0.3263329
423897,0.5897296
129236,0.32788333
451493,0.2740516
191700,0.50894594
243799,0.38996813
280930,0.15453273
196924,0.749523
128719,0.42934826
442798,0.1340741
267688,0.34567696
326158,0.16588488
129891,0.57258326
418338,0.19949302
180268,0.20281263
394792,0.18584272
433909,0.20173603
302114,0.71663153
267415,0.29452276
224761,0.5235363
432662,0.6255558
396802,0.41090125
103710,0.60774297
430454,0.31079453
287188,0.22689757
171203,0.26769954
239852,0.30660772
171283,0.25352103
407908,0.24225779
455242,0.36877942
246094,0.3296698
424233,0.19067226
171832,0.32862929
120901,0.70757943
122052,0.6961976
148017,0.51915693
179351,0.015461913
148505,0.26590413
179011,0.8609025
215027,0.5144594
318240,0.43146616
376709,0.34501436
408079,0.61372256
248436,0.22126622
210078,0.19653927
441422,0.0686414
298528,0.17007329
152534,0.27254102
446793,0.08893055
430687,0.4493477
178056,0.4404218
282689,0.6597847
435643,0.49807394
287461,0.62096983
215090,0.47633085
149145,0.42634422
101396,0.33480304
321349,0.494251
325183,0.7957557
174489,0.4017527
415289,0.75759083
289830,0.61147285
265219,0.26002675
282762,0.36895746
342035,0.6641556
129718,0.6742142
139577,0.56610626
348219,0.55278015
200856,0.51235014
107288,0.477111
405255,0.3633325
287896,0.4118385
158067,0.24562104
222731,0.40134853
364933,0.58868814
164540,0.28974026
380213,0.43351266
380432,0.7143867
271909,0.2382126
300892,0.41606373
231823,0.5442697
209496,0.14177005
417601,0.42702496
307727,0.20816903
215176,0.16830227
151734,0.22671796
257413,0.13840027
224101,0.50738823
325756,0.38301355
453640,0.25457847
440958,0.72583014
233537,0.23085207
432740,0.63368136
213104,0.32219204
309416,0.15375538
351650,0.5023756
296215,0.21742025
141846,0.050247204
264634,0.4550368
273887,0.59034073
437683,0.70931906
278991,0.7106529
429486,0.43253374
162119,0.23763433
401612,0.44153455
194508,0.58139867
338461,0.58727026
339201,0.49870208
419735,0.2528922
106742,0.27612123
313315,0.31645274
430012,0.4205628
303463,0.099203
196645,0.06176927
251634,0.4842145
235739,0.25315621
130969,0.68165827
214669,0.48703244
319724,0.6329362
400128,0.0735087
179416,0.25922292
154642,0.35540342
256811,0.720853
256806,0.46810195
372763,0.17828019
289303,0.27613708
453154,0.9254803
292810,0.34131888
184620,0.12500322
243417,0.0999287
131176,0.8037037
420677,0.102907754
405891,0.15602309
133739,0.4435385
336662,0.6315362
303677,0.48949802
354194,0.59466666
324213,0.40124124
178379,0.09714354
345278,0.31139457
338754,0.5775183
231959,0.44703594
269926,0.51461315
444331,0.52841735
424562,0.086164616
133291,0.22231027
101507,0.48444846
150994,0.55839765
106835,0.34844545
273746,0.81829715
143785,0.2182595
256836,0.7907224
134297,0.35015813
404136,0.19497563
141351,0.6767145
226107,0.59100676
121957,0.7406109
336142,0.17093095
367335,0.3199918
138181,0.45564187
157364,0.6712893
452183,0.64078695
212516,0.24699318
203158,0.170432
406759,0.5353435
178177,0.34062514
270542,0.69463587
327748,0.7190268
227683,0.42681998
289664,0.7482142
434426,0.57073283
293054,0.3044189
392066,0.48667508
196257,0.77106696
368329,0.79556936
230131,0.4062328
137643,0.7258053
127574,0.48593593
358176,0.19630158
341868,0.21005623
360233,0.27432472
287436,0.3668518
397751,0.8418144
247735,0.6201477
176811,0.55084825
447514,0.3594065
354489,0.39456558
282867,0.7105218
245371,0.47087976
419105,0.5523036
242855,0.67278695
104423,0.43165532
260576,0.3112132
297581,0.4211755
323875,0.40028203
299569,0.26648033
107482,0.24925476
443584,0.3084953
103685,0.14313859
443139,0.45552033
121751,0.3132841
380910,0.29203397
398250,0.6112337
148942,0.16886686
375599,0.37098306
441111,0.45294693
137303,0.2732826
305674,0.46663392
162212,0.13619134
384634,0.85210055
409496,0.5946909
443665,0.3986336
311485,0.68854326
161281,0.45600823
290820,0.36047757
306137,0.13431391
448425,0.46897835
153404,0.6826842
406885,0.37211666
345830,0.12750329
313402,0.4564962
221970,0.5974371
171904,0.3835556
368302,0.29047617
254273,0.7086241
269398,0.68906164
128600,0.241666
399406,0.26748025
104414,0.6245977
237337,0.27630612
208095,0.29088694
198119,0.54315156
185532,0.21922037
260490,0.92649204
116423,0.40740678
263135,0.49428082
269356,0.44415787
239528,0.5835944
355931,0.1965229
300940,0.31985027
451495,0.33768994
450156,0.49166504
248885,0.22789983
355814,0.3766261
290055,0.55611646
275777,0.34137535
333879,0.60473245
395867,0.20057811
376678,0.13961141
110191,0.07284528
445733,0.4482712
304996,0.62419146
297710,0.4972799
294034,0.1446447
256430,0.7025488
426775,0.07656321
169617,0.25472197
150057,0.50743663
385445,0.24949095
232706,0.32972425
277313,0.5931118
287279,0.1423004
452687,0.4190834
372689,0.40428737
312391,0.4586053
259576,0.75107634
367131,0.28114206
120508,0.16287503
331245,0.30166876
338925,0.20691866
257246,0.7413912
160751,0.48400465
378007,0.25148073
355717,0.3224622
243271,0.24827872
267838,0.6689161
442806,0.4976662
380642,0.1244605
242153,0.62665087
235100,0.8644024
353951,0.40899536
436292,0.2749618
374462,0.2589853
144542,0.30500492
402099,0.6854457
254989,0.36973134
423455,0.43002006
349985,0.42361447
358093,0.3754826
411311,0.28942928
224209,0.567485
378443,0.11573899
238997,0.2508723
139697,0.6002214
352493,0.7184438
212394,0.30942234
423306,0.42416716
209014,0.31702515
390004,0.38783523
151996,0.7026568
319005,0.16746025
330852,0.25014797
121823,0.45833516
455207,0.34092325
351983,0.45113435
141313,0.1948603
269446,0.12359395
146899,0.42061967
218364,0.44249353
211841,0.3166166
310165,0.41919866
130020,0.4504111
322284,0.5591896
155914,0.23403826
241637,0.64703965
372818,0.2577373
237477,0.3377303
337598,0.61583436
318773,0.18810296
278475,0.3049502
402569,0.52102965
442113,0.42129487
373282,0.1220312
104038,0.2601176
312606,0.42915952
445304,0.6995571
406432,0.15170494
272664,0.30157596
392865,0.356646
408994,0.26883644
407185,0.24629344
191058,0.6378376
116166,0.52885514
177614,0.43625465
147266,0.1498371
231806,0.39825934
197549,0.29863784
340053,0.6605034
292201,0.13378447
417347,0.40338263
247667,0.32074133
216400,0.5950048
425846,0.41117436
218072,0.4873749
320652,0.3581218
144408,0.524394
332217,0.53419566
276601,0.5390567
320246,0.6374858
176451,0.5951977
345589,0.25725457
314881,0.30622032
391187,0.4732301
389721,0.22546588
403146,0.42206493
350348,0.6876603
368932,0.62086254
431925,0.18217106
191269,0.30683208
136839,0.5255386
179484,0.20993139
324331,0.30809242
366290,0.24851918
296220,0.24552497
291984,0.6686681
366903,0.515331
120141,0.22520326
300543,0.49472
104117,0.27379337
242380,0.37529644
331283,0.054949425
451552,0.106110804
288100,0.6395724
141428,0.53629386
